# Residuals  
# Time       	p            	Ux           	Uy           	k            	epsilon      
0.0180513    	2.468400e-003	4.313790e-004	9.913940e-004	5.777440e-004	3.099240e-004
0.0180769    	2.224250e-003	4.311450e-004	9.910530e-004	5.770820e-004	3.097020e-004
0.0181026    	2.132170e-003	4.309060e-004	9.907920e-004	5.764130e-004	3.094730e-004
0.0181282    	2.021860e-003	4.306580e-004	9.905700e-004	5.757350e-004	3.092370e-004
0.0181538    	1.971080e-003	4.304060e-004	9.902850e-004	5.750530e-004	3.090020e-004
0.0181795    	1.920140e-003	4.301530e-004	9.900440e-004	5.743630e-004	3.087580e-004
0.0182051    	1.901560e-003	4.299000e-004	9.899020e-004	5.736860e-004	3.085170e-004
0.0182308    	1.841230e-003	4.296570e-004	9.898120e-004	5.730030e-004	3.082790e-004
0.0182564    	1.833340e-003	4.294150e-004	9.897710e-004	5.723130e-004	3.080490e-004
0.0182821    	1.840890e-003	4.291900e-004	9.897650e-004	5.716150e-004	3.078220e-004
0.0183077    	1.842860e-003	4.289750e-004	9.897540e-004	5.709110e-004	3.076050e-004
0.0183333    	1.865810e-003	4.287860e-004	9.897300e-004	5.702370e-004	3.073930e-004
0.018359     	1.834990e-003	4.285920e-004	9.896790e-004	5.695630e-004	3.071740e-004
0.0183846    	1.945160e-003	4.283980e-004	9.895930e-004	5.688810e-004	3.069420e-004
0.0184103    	1.932330e-003	4.282090e-004	9.895810e-004	5.681890e-004	3.067030e-004
0.0184359    	1.822640e-003	4.280010e-004	9.893880e-004	5.675050e-004	3.064620e-004
0.0184615    	1.853020e-003	4.278020e-004	9.893750e-004	5.668100e-004	3.062170e-004
0.0184872    	1.826560e-003	4.275980e-004	9.894270e-004	5.661090e-004	3.059720e-004
0.0185128    	1.797570e-003	4.273930e-004	9.893730e-004	5.654140e-004	3.057210e-004
0.0185385    	1.811200e-003	4.271910e-004	9.892970e-004	5.647100e-004	3.054670e-004
0.0185641    	1.840380e-003	4.269780e-004	9.892520e-004	5.640110e-004	3.052130e-004
0.0185897    	1.805970e-003	4.267760e-004	9.891280e-004	5.633090e-004	3.049480e-004
0.0186154    	1.757070e-003	4.265700e-004	9.889890e-004	5.626040e-004	3.046770e-004
0.018641     	1.794240e-003	4.263480e-004	9.887970e-004	5.618910e-004	3.044160e-004
0.0186667    	1.816130e-003	4.261210e-004	9.886920e-004	5.611700e-004	3.041550e-004
0.0186923    	1.825260e-003	4.258930e-004	9.886220e-004	5.604570e-004	3.038930e-004
0.0187179    	1.835100e-003	4.256960e-004	9.885240e-004	5.597440e-004	3.036290e-004
0.0187436    	1.803910e-003	4.254820e-004	9.885420e-004	5.590390e-004	3.033730e-004
0.0187692    	1.734380e-003	4.252730e-004	9.884850e-004	5.583260e-004	3.031120e-004
0.0187949    	1.791520e-003	4.250920e-004	9.885150e-004	5.576230e-004	3.028440e-004
0.0188205    	1.832320e-003	4.249210e-004	9.885370e-004	5.569140e-004	3.025800e-004
0.0188462    	1.729770e-003	4.247510e-004	9.885810e-004	5.561910e-004	3.023170e-004
0.0188718    	1.768420e-003	4.245780e-004	9.885420e-004	5.554700e-004	3.020490e-004
0.0188974    	1.846380e-003	4.244090e-004	9.884520e-004	5.547730e-004	3.017790e-004
0.0189231    	1.845740e-003	4.242450e-004	9.885420e-004	5.540730e-004	3.015030e-004
0.0189487    	1.730420e-003	4.240610e-004	9.884160e-004	5.533620e-004	3.012250e-004
0.0189744    	1.818020e-003	4.238840e-004	9.884020e-004	5.526460e-004	3.009470e-004
0.019        	1.822200e-003	4.237110e-004	9.883750e-004	5.519420e-004	3.006640e-004
0.0190256    	1.759670e-003	4.235230e-004	9.882020e-004	5.512310e-004	3.003750e-004
0.0190513    	1.715070e-003	4.233330e-004	9.881300e-004	5.505240e-004	3.000850e-004
0.0190769    	1.736540e-003	4.231330e-004	9.880620e-004	5.497580e-004	2.997330e-004
0.0191026    	1.748510e-003	4.229350e-004	9.879440e-004	5.489820e-004	2.993740e-004
0.0191282    	1.733990e-003	4.227350e-004	9.879040e-004	5.482000e-004	2.990260e-004
0.0191538    	1.719030e-003	4.225400e-004	9.878890e-004	5.474420e-004	2.986740e-004
0.0191795    	1.701020e-003	4.223360e-004	9.878720e-004	5.466870e-004	2.983260e-004
0.0192051    	1.711000e-003	4.221320e-004	9.878270e-004	5.459230e-004	2.979910e-004
0.0192308    	1.727580e-003	4.219410e-004	9.878230e-004	5.451680e-004	2.976520e-004
0.0192564    	1.760280e-003	4.217590e-004	9.878690e-004	5.444330e-004	2.973140e-004
0.0192821    	1.725690e-003	4.216150e-004	9.878620e-004	5.437000e-004	2.969720e-004
0.0193077    	1.761320e-003	4.214610e-004	9.878440e-004	5.429720e-004	2.966320e-004
0.0193333    	1.750220e-003	4.212990e-004	9.878340e-004	5.422360e-004	2.962980e-004
0.019359     	1.741710e-003	4.211470e-004	9.877580e-004	5.414910e-004	2.959560e-004
0.0193846    	1.758870e-003	4.210040e-004	9.876860e-004	5.407370e-004	2.956090e-004
0.0194103    	1.835110e-003	4.208480e-004	9.877170e-004	5.399860e-004	2.952640e-004
0.0194359    	1.946160e-003	4.206980e-004	9.878000e-004	5.392510e-004	2.949130e-004
0.0194615    	1.859910e-003	4.205250e-004	9.875480e-004	5.385140e-004	2.945550e-004
0.0194872    	1.714190e-003	4.203650e-004	9.876280e-004	5.377670e-004	2.942000e-004
0.0195128    	1.722490e-003	4.202070e-004	9.875440e-004	5.370250e-004	2.938590e-004
0.0195385    	1.678400e-003	4.200690e-004	9.873930e-004	5.362840e-004	2.935200e-004
0.0195641    	1.724230e-003	4.199000e-004	9.872640e-004	5.355320e-004	2.931830e-004
0.0195897    	1.739330e-003	4.197270e-004	9.871490e-004	5.347990e-004	2.928470e-004
0.0196154    	1.665370e-003	4.195480e-004	9.870980e-004	5.340650e-004	2.925180e-004
0.019641     	1.696990e-003	4.193720e-004	9.870930e-004	5.333470e-004	2.921890e-004
0.0196667    	1.710210e-003	4.191960e-004	9.871600e-004	5.326340e-004	2.918610e-004
0.0196923    	1.684090e-003	4.190160e-004	9.871390e-004	5.319220e-004	2.915360e-004
0.0197179    	1.703580e-003	4.188430e-004	9.871230e-004	5.312170e-004	2.912060e-004
0.0197436    	1.697460e-003	4.186950e-004	9.871940e-004	5.305030e-004	2.908720e-004
0.0197692    	1.650530e-003	4.185660e-004	9.871980e-004	5.297900e-004	2.905390e-004
0.0197949    	1.667930e-003	4.184430e-004	9.872010e-004	5.290730e-004	2.902010e-004
0.0198205    	1.685010e-003	4.183190e-004	9.871760e-004	5.283580e-004	2.898590e-004
0.0198462    	1.658150e-003	4.181900e-004	9.870720e-004	5.276390e-004	2.895130e-004
0.0198718    	1.658440e-003	4.180560e-004	9.869360e-004	5.269250e-004	2.891650e-004
0.0198974    	1.674330e-003	4.179160e-004	9.869270e-004	5.262200e-004	2.888160e-004
0.0199231    	1.698540e-003	4.177700e-004	9.868870e-004	5.255190e-004	2.884670e-004
0.0199487    	1.748280e-003	4.176180e-004	9.868640e-004	5.248240e-004	2.881280e-004
0.0199744    	1.804930e-003	4.174540e-004	9.868270e-004	5.241350e-004	2.877960e-004
0.02         	1.819330e-003	4.173290e-004	9.865920e-004	5.234490e-004	2.874630e-004
0.0200256    	1.853930e-003	4.171840e-004	9.863900e-004	5.227660e-004	2.871340e-004
0.0200513    	1.667440e-003	4.170370e-004	9.864750e-004	5.220820e-004	2.868090e-004
0.0200769    	1.685110e-003	4.168840e-004	9.864420e-004	5.213970e-004	2.864790e-004
0.0201026    	1.735270e-003	4.167360e-004	9.864170e-004	5.207070e-004	2.861430e-004
0.0201282    	1.747960e-003	4.165840e-004	9.865090e-004	5.200300e-004	2.858140e-004
0.0201538    	1.787960e-003	4.164250e-004	9.864860e-004	5.193580e-004	2.854880e-004
0.0201795    	1.714680e-003	4.162500e-004	9.864490e-004	5.186880e-004	2.851600e-004
0.0202051    	1.621130e-003	4.161070e-004	9.864240e-004	5.180160e-004	2.848310e-004
0.0202308    	1.611240e-003	4.159530e-004	9.864380e-004	5.173490e-004	2.844960e-004
0.0202564    	1.609750e-003	4.158140e-004	9.864540e-004	5.166800e-004	2.841540e-004
0.0202821    	1.619900e-003	4.156960e-004	9.864430e-004	5.160110e-004	2.838120e-004
0.0203077    	1.641620e-003	4.155810e-004	9.864280e-004	5.153520e-004	2.834680e-004
0.0203333    	1.639500e-003	4.154690e-004	9.864070e-004	5.146990e-004	2.831210e-004
0.020359     	1.636290e-003	4.153500e-004	9.863350e-004	5.140560e-004	2.827690e-004
0.0203846    	1.622030e-003	4.152260e-004	9.862800e-004	5.134220e-004	2.824220e-004
0.0204103    	1.625190e-003	4.151010e-004	9.862480e-004	5.127820e-004	2.820890e-004
0.0204359    	1.610660e-003	4.149680e-004	9.861940e-004	5.121340e-004	2.817630e-004
0.0204615    	1.675040e-003	4.148310e-004	9.861000e-004	5.114850e-004	2.814400e-004
0.0204872    	1.659080e-003	4.146990e-004	9.860300e-004	5.108320e-004	2.811280e-004
0.0205128    	1.641610e-003	4.145550e-004	9.858950e-004	5.101890e-004	2.808130e-004
0.0205385    	1.645140e-003	4.144110e-004	9.858080e-004	5.095370e-004	2.804980e-004
0.0205641    	1.699410e-003	4.142660e-004	9.857470e-004	5.088870e-004	2.801820e-004
0.0205897    	1.702110e-003	4.141160e-004	9.857490e-004	5.082450e-004	2.798660e-004
0.0206154    	1.662720e-003	4.139680e-004	9.858430e-004	5.076150e-004	2.795470e-004
0.020641     	1.688610e-003	4.138170e-004	9.859280e-004	5.069930e-004	2.792200e-004
0.0206667    	1.661280e-003	4.136840e-004	9.859170e-004	5.063810e-004	2.788890e-004
0.0206923    	1.623790e-003	4.135360e-004	9.859360e-004	5.057700e-004	2.785570e-004
0.0207179    	1.674000e-003	4.133880e-004	9.859040e-004	5.051640e-004	2.782260e-004
0.0207436    	1.697250e-003	4.132550e-004	9.859550e-004	5.045650e-004	2.778910e-004
0.0207692    	1.671540e-003	4.131280e-004	9.859100e-004	5.039630e-004	2.775600e-004
0.0207949    	1.602790e-003	4.130280e-004	9.858460e-004	5.033560e-004	2.772240e-004
0.0208205    	1.614050e-003	4.129160e-004	9.857940e-004	5.027450e-004	2.768870e-004
0.0208462    	1.602180e-003	4.128020e-004	9.857350e-004	5.021320e-004	2.765500e-004
0.0208718    	1.624020e-003	4.126790e-004	9.856980e-004	5.015280e-004	2.762200e-004
0.0208974    	1.572680e-003	4.125600e-004	9.856960e-004	5.009240e-004	2.758960e-004
0.0209231    	1.583440e-003	4.124380e-004	9.857060e-004	5.003140e-004	2.755770e-004
0.0209487    	1.614830e-003	4.123170e-004	9.856750e-004	4.997040e-004	2.752630e-004
0.0209744    	1.696850e-003	4.121880e-004	9.856520e-004	4.990940e-004	2.749450e-004
0.021        	1.661420e-003	4.120440e-004	9.855910e-004	4.984950e-004	2.746220e-004
0.0210256    	1.572470e-003	4.119420e-004	9.855210e-004	4.979000e-004	2.743030e-004
0.0210513    	1.630380e-003	4.118080e-004	9.854570e-004	4.973060e-004	2.739860e-004
0.0210769    	1.628870e-003	4.116670e-004	9.853470e-004	4.967300e-004	2.736770e-004
0.0211026    	1.620200e-003	4.115270e-004	9.852900e-004	4.961630e-004	2.733660e-004
0.0211282    	1.669690e-003	4.113830e-004	9.853690e-004	4.955970e-004	2.730610e-004
0.0211538    	1.658710e-003	4.112370e-004	9.853750e-004	4.950290e-004	2.727640e-004
0.0211795    	1.697250e-003	4.110850e-004	9.853740e-004	4.944640e-004	2.724660e-004
0.0212051    	1.602130e-003	4.109510e-004	9.855240e-004	4.939030e-004	2.721680e-004
0.0212308    	1.569430e-003	4.108140e-004	9.855530e-004	4.933410e-004	2.718660e-004
0.0212564    	1.695200e-003	4.106900e-004	9.855950e-004	4.927830e-004	2.715640e-004
0.0212821    	1.671640e-003	4.105760e-004	9.855520e-004	4.922220e-004	2.712610e-004
0.0213077    	1.598310e-003	4.104730e-004	9.856550e-004	4.916530e-004	2.709530e-004
0.0213333    	1.586650e-003	4.103630e-004	9.856130e-004	4.910820e-004	2.706390e-004
0.021359     	1.596000e-003	4.102410e-004	9.855520e-004	4.905100e-004	2.703280e-004
0.0213846    	1.556980e-003	4.101420e-004	9.854130e-004	4.899450e-004	2.700250e-004
0.0214103    	1.588730e-003	4.100210e-004	9.853480e-004	4.893860e-004	2.697180e-004
0.0214359    	1.536160e-003	4.099060e-004	9.853440e-004	4.888270e-004	2.694140e-004
0.0214615    	1.535700e-003	4.097800e-004	9.853740e-004	4.882810e-004	2.691180e-004
0.0214872    	1.537830e-003	4.096570e-004	9.853740e-004	4.877530e-004	2.688250e-004
0.0215128    	1.538140e-003	4.095330e-004	9.854050e-004	4.872230e-004	2.685400e-004
0.0215385    	1.553650e-003	4.094040e-004	9.854330e-004	4.866890e-004	2.682550e-004
0.0215641    	1.684020e-003	4.092780e-004	9.854540e-004	4.861640e-004	2.679720e-004
0.0215897    	1.727720e-003	4.091490e-004	9.855830e-004	4.856400e-004	2.676860e-004
0.0216154    	1.619490e-003	4.090040e-004	9.853830e-004	4.851150e-004	2.674020e-004
0.021641     	1.625880e-003	4.088830e-004	9.854030e-004	4.845920e-004	2.671180e-004
0.0216667    	1.591600e-003	4.087440e-004	9.853940e-004	4.840730e-004	2.668310e-004
0.0216923    	1.524240e-003	4.085960e-004	9.853520e-004	4.835540e-004	2.665430e-004
0.0217179    	1.584320e-003	4.084510e-004	9.853960e-004	4.830420e-004	2.662550e-004
0.0217436    	1.586260e-003	4.083070e-004	9.854920e-004	4.825360e-004	2.659670e-004
0.0217692    	1.573930e-003	4.081710e-004	9.855860e-004	4.820340e-004	2.656810e-004
0.0217949    	1.601040e-003	4.080590e-004	9.857250e-004	4.815300e-004	2.653940e-004
0.0218205    	1.617430e-003	4.079610e-004	9.858340e-004	4.810280e-004	2.651100e-004
0.0218462    	1.567860e-003	4.078550e-004	9.857950e-004	4.805380e-004	2.648430e-004
0.0218718    	1.520530e-003	4.077540e-004	9.858640e-004	4.800440e-004	2.646000e-004
0.0218974    	1.541230e-003	4.076460e-004	9.858230e-004	4.795470e-004	2.643750e-004
0.0219231    	1.546370e-003	4.075350e-004	9.857260e-004	4.790510e-004	2.641520e-004
0.0219487    	1.580890e-003	4.074160e-004	9.857070e-004	4.785660e-004	2.639360e-004
0.0219744    	1.524870e-003	4.073000e-004	9.856390e-004	4.780790e-004	2.637290e-004
0.022        	1.508600e-003	4.071760e-004	9.855930e-004	4.775950e-004	2.635210e-004
0.0220256    	1.566260e-003	4.070500e-004	9.856430e-004	4.771160e-004	2.633110e-004
0.0220513    	1.605120e-003	4.069130e-004	9.857530e-004	4.766440e-004	2.631040e-004
0.0220769    	1.535920e-003	4.068020e-004	9.857700e-004	4.761810e-004	2.628970e-004
0.0221026    	1.533290e-003	4.066730e-004	9.858830e-004	4.757220e-004	2.626890e-004
0.0221282    	1.536190e-003	4.065470e-004	9.859820e-004	4.752670e-004	2.624830e-004
0.0221538    	1.568050e-003	4.064040e-004	9.860790e-004	4.748140e-004	2.622780e-004
0.0221795    	1.530100e-003	4.062870e-004	9.861250e-004	4.743630e-004	2.620770e-004
0.0222051    	1.574680e-003	4.061470e-004	9.861950e-004	4.739260e-004	2.618760e-004
0.0222308    	1.545390e-003	4.060130e-004	9.862160e-004	4.734920e-004	2.616860e-004
0.0222564    	1.494220e-003	4.058740e-004	9.861940e-004	4.730570e-004	2.615020e-004
0.0222821    	1.497700e-003	4.057430e-004	9.861970e-004	4.726270e-004	2.613210e-004
0.0223077    	1.523860e-003	4.056270e-004	9.862600e-004	4.722000e-004	2.611440e-004
0.0223333    	1.543440e-003	4.055140e-004	9.863890e-004	4.717740e-004	2.609690e-004
0.022359     	1.615950e-003	4.054180e-004	9.864800e-004	4.713540e-004	2.608060e-004
0.0223846    	1.687560e-003	4.053100e-004	9.865360e-004	4.709330e-004	2.606440e-004
0.0224103    	1.584690e-003	4.052130e-004	9.866990e-004	4.705150e-004	2.604860e-004
0.0224359    	1.587960e-003	4.051040e-004	9.866870e-004	4.700960e-004	2.603360e-004
0.0224615    	1.495980e-003	4.049860e-004	9.867610e-004	4.696770e-004	2.601950e-004
0.0224872    	1.494450e-003	4.048910e-004	9.868020e-004	4.692640e-004	2.600540e-004
0.0225128    	1.507430e-003	4.047840e-004	9.868340e-004	4.688700e-004	2.599180e-004
0.0225385    	1.504400e-003	4.046730e-004	9.868610e-004	4.684830e-004	2.597880e-004
0.0225641    	1.528500e-003	4.045580e-004	9.869020e-004	4.681030e-004	2.596630e-004
0.0225897    	1.559700e-003	4.044410e-004	9.869150e-004	4.677430e-004	2.595440e-004
0.0226154    	1.501290e-003	4.043220e-004	9.870240e-004	4.673880e-004	2.594330e-004
0.022641     	1.531100e-003	4.042070e-004	9.871190e-004	4.670340e-004	2.593310e-004
0.0226667    	1.525600e-003	4.040880e-004	9.872880e-004	4.666750e-004	2.592300e-004
0.0226923    	1.504350e-003	4.039690e-004	9.874840e-004	4.663200e-004	2.591360e-004
0.0227179    	1.511950e-003	4.038430e-004	9.876240e-004	4.659700e-004	2.590420e-004
0.0227436    	1.520500e-003	4.037160e-004	9.877520e-004	4.656250e-004	2.589470e-004
0.0227692    	1.532900e-003	4.035910e-004	9.878750e-004	4.652840e-004	2.588560e-004
0.0227949    	1.551770e-003	4.034820e-004	9.879770e-004	4.649430e-004	2.587670e-004
0.0228205    	1.520370e-003	4.033780e-004	9.879940e-004	4.646020e-004	2.586800e-004
0.0228462    	1.481420e-003	4.032930e-004	9.880650e-004	4.642620e-004	2.585960e-004
0.0228718    	1.472120e-003	4.032030e-004	9.881450e-004	4.639290e-004	2.585220e-004
0.0228974    	1.498130e-003	4.031110e-004	9.882290e-004	4.636030e-004	2.584510e-004
0.0229231    	1.537810e-003	4.030120e-004	9.883070e-004	4.632780e-004	2.583820e-004
0.0229487    	1.515090e-003	4.029230e-004	9.884100e-004	4.629610e-004	2.583300e-004
0.0229744    	1.577760e-003	4.028250e-004	9.884810e-004	4.626540e-004	2.582820e-004
0.023        	1.631190e-003	4.027180e-004	9.885320e-004	4.623460e-004	2.582390e-004
0.0230256    	1.539830e-003	4.026110e-004	9.887970e-004	4.620400e-004	2.582010e-004
0.0230513    	1.497740e-003	4.025120e-004	9.889350e-004	4.617380e-004	2.581660e-004
0.0230769    	1.515540e-003	4.024070e-004	9.890970e-004	4.614330e-004	2.581350e-004
0.0231026    	1.510320e-003	4.023020e-004	9.892350e-004	4.611360e-004	2.581090e-004
0.0231282    	1.575060e-003	4.021970e-004	9.893480e-004	4.608550e-004	2.580820e-004
0.0231538    	1.607950e-003	4.020950e-004	9.894390e-004	4.605860e-004	2.580550e-004
0.0231795    	1.490450e-003	4.019820e-004	9.896430e-004	4.603170e-004	2.580310e-004
0.0232051    	1.490960e-003	4.018730e-004	9.897640e-004	4.600460e-004	2.580110e-004
0.0232308    	1.525740e-003	4.017580e-004	9.899140e-004	4.597810e-004	2.579890e-004
0.0232564    	1.503250e-003	4.016380e-004	9.901530e-004	4.595190e-004	2.579650e-004
0.0232821    	1.567220e-003	4.015200e-004	9.903880e-004	4.592600e-004	2.579430e-004
0.0233077    	1.474710e-003	4.014040e-004	9.904990e-004	4.590050e-004	2.579280e-004
0.0233333    	1.548390e-003	4.012930e-004	9.906810e-004	4.587460e-004	2.579120e-004
0.023359     	1.562580e-003	4.012050e-004	9.909300e-004	4.584900e-004	2.579050e-004
0.0233846    	1.497860e-003	4.011160e-004	9.910070e-004	4.582280e-004	2.579100e-004
0.0234103    	1.463870e-003	4.010370e-004	9.911780e-004	4.579670e-004	2.579320e-004
0.0234359    	1.473820e-003	4.009540e-004	9.913330e-004	4.577110e-004	2.579630e-004
0.0234615    	1.481040e-003	4.008690e-004	9.914590e-004	4.574550e-004	2.580050e-004
0.0234872    	1.539970e-003	4.007860e-004	9.915580e-004	4.571990e-004	2.580490e-004
0.0235128    	1.584630e-003	4.007010e-004	9.917190e-004	4.569470e-004	2.581020e-004
0.0235385    	1.478760e-003	4.006020e-004	9.918340e-004	4.566950e-004	2.581590e-004
0.0235641    	1.510340e-003	4.005030e-004	9.920170e-004	4.564400e-004	2.582190e-004
0.0235897    	1.608960e-003	4.004060e-004	9.922440e-004	4.561850e-004	2.582820e-004
0.0236154    	1.615310e-003	4.003130e-004	9.924370e-004	4.559320e-004	2.583470e-004
0.023641     	1.534060e-003	4.002190e-004	9.928210e-004	4.556850e-004	2.584100e-004
0.0236667    	1.519120e-003	4.001210e-004	9.930620e-004	4.554460e-004	2.584710e-004
0.0236923    	1.504910e-003	4.000230e-004	9.932800e-004	4.552100e-004	2.585360e-004
0.0237179    	1.481510e-003	3.999220e-004	9.934990e-004	4.549770e-004	2.586040e-004
0.0237436    	1.460190e-003	3.998190e-004	9.937370e-004	4.547500e-004	2.586770e-004
0.0237692    	1.464560e-003	3.997140e-004	9.939250e-004	4.545310e-004	2.587570e-004
0.0237949    	1.489420e-003	3.996130e-004	9.941430e-004	4.543070e-004	2.588420e-004
0.0238205    	1.636790e-003	3.995100e-004	9.944280e-004	4.540810e-004	2.589290e-004
0.0238462    	1.679270e-003	3.994220e-004	9.947980e-004	4.538530e-004	2.590180e-004
0.0238718    	1.537180e-003	3.993170e-004	9.947920e-004	4.536240e-004	2.591070e-004
0.0238974    	1.495410e-003	3.992330e-004	9.950760e-004	4.533960e-004	2.591960e-004
0.0239231    	1.487710e-003	3.991580e-004	9.953060e-004	4.531720e-004	2.592910e-004
0.0239487    	1.476620e-003	3.990810e-004	9.955650e-004	4.529560e-004	2.593850e-004
0.0239744    	1.488000e-003	3.990030e-004	9.958410e-004	4.527460e-004	2.594860e-004
0.024        	1.512980e-003	3.989260e-004	9.960610e-004	4.525380e-004	2.595970e-004
0.0240256    	1.465200e-003	3.988430e-004	9.962730e-004	4.523300e-004	2.597130e-004
0.0240513    	1.487070e-003	3.987570e-004	9.964720e-004	4.521190e-004	2.598300e-004
0.0240769    	1.458890e-003	3.986710e-004	9.966490e-004	4.519070e-004	2.599530e-004
0.0241026    	1.484260e-003	3.985800e-004	9.968820e-004	4.516960e-004	2.600820e-004
0.0241282    	1.449390e-003	3.985030e-004	9.971140e-004	4.514870e-004	2.602170e-004
0.0241538    	1.433580e-003	3.984150e-004	9.974120e-004	4.512810e-004	2.603550e-004
0.0241795    	1.527910e-003	3.983280e-004	9.977200e-004	4.510750e-004	2.604920e-004
0.0242051    	1.554110e-003	3.982340e-004	9.979580e-004	4.508680e-004	2.606290e-004
0.0242308    	1.495780e-003	3.981430e-004	9.982860e-004	4.506680e-004	2.607720e-004
0.0242564    	1.568270e-003	3.980420e-004	9.985810e-004	4.504640e-004	2.609190e-004
0.0242821    	1.490140e-003	3.979390e-004	9.989060e-004	4.502600e-004	2.610720e-004
0.0243077    	1.478680e-003	3.978450e-004	9.991900e-004	4.500590e-004	2.612260e-004
0.0243333    	1.511330e-003	3.977480e-004	9.995050e-004	4.498660e-004	2.613840e-004
0.024359     	1.532780e-003	3.976520e-004	9.997680e-004	4.496780e-004	2.615410e-004
0.0243846    	1.482270e-003	3.975480e-004	1.000100e-003	4.494990e-004	2.616980e-004
0.0244103    	1.486240e-003	3.974650e-004	1.000390e-003	4.493200e-004	2.618550e-004
0.0244359    	1.521910e-003	3.973990e-004	1.000700e-003	4.491470e-004	2.620100e-004
0.0244615    	1.496240e-003	3.973350e-004	1.000880e-003	4.489800e-004	2.621680e-004
0.0244872    	1.576140e-003	3.972680e-004	1.001170e-003	4.488160e-004	2.623310e-004
0.0245128    	1.521780e-003	3.972060e-004	1.001480e-003	4.486490e-004	2.624980e-004
0.0245385    	1.453280e-003	3.971330e-004	1.001630e-003	4.484830e-004	2.626730e-004
0.0245641    	1.480200e-003	3.970570e-004	1.001890e-003	4.483190e-004	2.628540e-004
0.0245897    	1.484490e-003	3.969800e-004	1.002140e-003	4.481570e-004	2.630360e-004
0.0246154    	1.516030e-003	3.969090e-004	1.002350e-003	4.479940e-004	2.632200e-004
0.024641     	1.429120e-003	3.968280e-004	1.002700e-003	4.478340e-004	2.634060e-004
0.0246667    	1.432260e-003	3.967460e-004	1.003040e-003	4.476770e-004	2.635920e-004
0.0246923    	1.426600e-003	3.966620e-004	1.003350e-003	4.475190e-004	2.637830e-004
0.0247179    	1.428370e-003	3.965800e-004	1.003690e-003	4.473610e-004	2.639740e-004
0.0247436    	1.422370e-003	3.964980e-004	1.004020e-003	4.472060e-004	2.641650e-004
0.0247692    	1.427630e-003	3.964130e-004	1.004360e-003	4.470490e-004	2.643580e-004
0.0247949    	1.529080e-003	3.963240e-004	1.004670e-003	4.468980e-004	2.645540e-004
0.0248205    	1.551610e-003	3.962330e-004	1.004940e-003	4.467510e-004	2.647520e-004
0.0248462    	1.491810e-003	3.961540e-004	1.005350e-003	4.466080e-004	2.649530e-004
0.0248718    	1.497590e-003	3.960690e-004	1.005630e-003	4.464650e-004	2.651590e-004
0.0248974    	1.546820e-003	3.959880e-004	1.006030e-003	4.463970e-004	2.654500e-004
0.0249231    	1.481730e-003	3.959070e-004	1.006430e-003	4.463330e-004	2.657420e-004
0.0249487    	1.433880e-003	3.958380e-004	1.006730e-003	4.462740e-004	2.660330e-004
0.0249744    	1.465980e-003	3.957840e-004	1.007100e-003	4.462170e-004	2.663270e-004
0.025        	1.437530e-003	3.957260e-004	1.007480e-003	4.461670e-004	2.666240e-004
0.0250256    	1.463260e-003	3.956630e-004	1.007760e-003	4.461170e-004	2.669230e-004
0.0250513    	1.425630e-003	3.955980e-004	1.007980e-003	4.460680e-004	2.672250e-004
0.0250769    	1.504720e-003	3.955320e-004	1.008290e-003	4.460190e-004	2.675250e-004
0.0251026    	1.536470e-003	3.954660e-004	1.008660e-003	4.459700e-004	2.678260e-004
0.0251282    	1.473710e-003	3.953920e-004	1.008830e-003	4.459220e-004	2.681300e-004
0.0251538    	1.583170e-003	3.953300e-004	1.009060e-003	4.458790e-004	2.684350e-004
0.0251795    	1.612360e-003	3.952560e-004	1.009290e-003	4.458340e-004	2.687410e-004
0.0252051    	1.495410e-003	3.951800e-004	1.009760e-003	4.457820e-004	2.690540e-004
0.0252308    	1.449970e-003	3.951090e-004	1.010110e-003	4.457240e-004	2.693680e-004
0.0252564    	1.444870e-003	3.950360e-004	1.010510e-003	4.456640e-004	2.696830e-004
0.0252821    	1.450880e-003	3.949580e-004	1.010910e-003	4.456150e-004	2.699980e-004
0.0253077    	1.447510e-003	3.948790e-004	1.011280e-003	4.455710e-004	2.703140e-004
0.0253333    	1.448710e-003	3.947980e-004	1.011600e-003	4.455270e-004	2.706340e-004
0.025359     	1.501960e-003	3.947130e-004	1.011940e-003	4.454820e-004	2.709570e-004
0.0253846    	1.424730e-003	3.946280e-004	1.012350e-003	4.454350e-004	2.712840e-004
0.0254103    	1.541720e-003	3.945480e-004	1.012720e-003	4.453970e-004	2.716110e-004
0.0254359    	1.553140e-003	3.944690e-004	1.013020e-003	4.453590e-004	2.719330e-004
0.0254615    	1.456690e-003	3.944050e-004	1.013510e-003	4.453190e-004	2.722550e-004
0.0254872    	1.515900e-003	3.943640e-004	1.013910e-003	4.452810e-004	2.725760e-004
0.0255128    	1.529910e-003	3.942960e-004	1.014280e-003	4.452410e-004	2.728970e-004
0.0255385    	1.519350e-003	3.942400e-004	1.014730e-003	4.452020e-004	2.732220e-004
0.0255641    	1.438700e-003	3.941900e-004	1.015060e-003	4.451640e-004	2.735490e-004
0.0255897    	1.448710e-003	3.941310e-004	1.015430e-003	4.451270e-004	2.738780e-004
0.0256154    	1.494410e-003	3.940730e-004	1.015810e-003	4.450870e-004	2.742120e-004
0.025641     	1.428440e-003	3.940110e-004	1.016040e-003	4.450520e-004	2.745500e-004
