# Residuals  
# Time       	p            	Ux           	Uy           	k            	epsilon      
0.000125     	1.000000e+000	1.000000e+000	1.000000e+000	1.000000e+000	6.868470e-002
0.000131387  	6.435670e-002	1.798830e-001	1.642870e-002	2.882130e-002	8.211020e-003
0.000138336  	4.866230e-001	4.084050e-003	1.965980e-002	1.786160e-002	5.443240e-003
0.000145638  	1.535210e-001	1.633410e-003	2.652700e-003	1.395090e-002	5.461180e-003
0.000153266  	1.151720e-001	1.467490e-003	2.021380e-003	1.153760e-002	5.267540e-003
0.000161106  	9.470760e-002	1.356970e-003	1.658330e-003	1.001750e-002	4.913060e-003
0.000169173  	8.295680e-002	1.278280e-003	1.436370e-003	9.076160e-003	4.558120e-003
0.000177399  	7.104750e-002	1.205630e-003	1.268800e-003	8.349700e-003	4.187600e-003
0.000185793  	6.501620e-002	1.148320e-003	1.151600e-003	7.855260e-003	3.855220e-003
0.000194274  	5.789300e-002	1.095620e-003	1.055410e-003	7.371630e-003	3.578820e-003
0.000202938  	5.727550e-002	1.065280e-003	9.942420e-004	7.076590e-003	3.472370e-003
0.000211697  	5.043360e-002	1.029830e-003	9.366530e-004	6.787760e-003	3.341510e-003
0.000220554  	4.684050e-002	1.000940e-003	8.928070e-004	6.537010e-003	3.203470e-003
0.000229617  	4.645050e-002	9.879420e-004	8.687880e-004	6.389700e-003	3.257010e-003
0.000238788  	4.159260e-002	9.663630e-004	8.411520e-004	6.210220e-003	3.241070e-003
0.00024796   	3.835310e-002	9.369290e-004	8.099430e-004	5.984000e-003	3.155120e-003
0.000257244  	3.814640e-002	9.222760e-004	7.946340e-004	5.852210e-003	3.112320e-003
0.000266646  	3.646710e-002	9.101190e-004	7.834230e-004	5.721700e-003	3.095560e-003
0.00027617   	3.497630e-002	9.019310e-004	7.749960e-004	5.620140e-003	3.060290e-003
0.000285821  	3.401100e-002	8.955980e-004	7.696770e-004	5.534650e-003	3.035880e-003
0.000295604  	3.597380e-002	8.931950e-004	7.679560e-004	5.443700e-003	2.997970e-003
0.000305388  	2.746830e-002	8.822690e-004	7.599300e-004	5.280840e-003	2.944440e-003
0.000315311  	2.801780e-002	8.700710e-004	7.517630e-004	5.210660e-003	2.922880e-003
0.000325234  	2.733830e-002	8.590860e-004	7.437640e-004	5.084500e-003	2.854540e-003
0.000335157  	2.260660e-002	8.441810e-004	7.330750e-004	4.959960e-003	2.788390e-003
0.00034508   	2.443680e-002	8.338050e-004	7.255510e-004	4.838900e-003	2.724390e-003
0.000355003  	2.052430e-002	8.263210e-004	7.204290e-004	4.719860e-003	2.657910e-003
0.000365081  	2.215250e-002	8.301380e-004	7.257910e-004	4.686660e-003	2.629340e-003
0.000375159  	1.936720e-002	8.230750e-004	7.218470e-004	4.583520e-003	2.561990e-003
0.000385237  	1.913410e-002	8.144180e-004	7.169570e-004	4.477870e-003	2.503000e-003
0.000395315  	1.925390e-002	8.070820e-004	7.131580e-004	4.377370e-003	2.444700e-003
0.000405564  	1.992830e-002	8.122210e-004	7.208280e-004	4.355200e-003	2.420870e-003
0.000415813  	1.783110e-002	8.056540e-004	7.177060e-004	4.266460e-003	2.352960e-003
0.000426062  	1.963490e-002	7.991250e-004	7.147550e-004	4.182630e-003	2.288920e-003
0.000436311  	1.869090e-002	7.958770e-004	7.141650e-004	4.096570e-003	2.228690e-003
0.000446749  	1.866730e-002	8.058420e-004	7.256480e-004	4.088370e-003	2.205200e-003
0.000457188  	1.697020e-002	7.999250e-004	7.228580e-004	4.009700e-003	2.138570e-003
0.000467627  	1.649510e-002	7.948270e-004	7.206440e-004	3.932280e-003	2.072910e-003
0.000478066  	1.724170e-002	7.901220e-004	7.186690e-004	3.857010e-003	2.017440e-003
0.000488717  	1.683110e-002	7.997120e-004	7.303220e-004	3.857970e-003	2.006850e-003
0.000499369  	1.546820e-002	7.948510e-004	7.287840e-004	3.788330e-003	1.954960e-003
0.000510021  	1.555950e-002	7.899730e-004	7.272860e-004	3.722230e-003	1.900600e-003
0.000520672  	1.653740e-002	7.851100e-004	7.260190e-004	3.654510e-003	1.849310e-003
0.000531324  	1.483240e-002	7.796130e-004	7.243110e-004	3.589740e-003	1.806130e-003
0.000541976  	1.716370e-002	7.768090e-004	7.243480e-004	3.528000e-003	1.765100e-003
0.000552628  	1.696270e-002	7.754620e-004	7.255160e-004	3.469840e-003	1.724360e-003
0.000563279  	1.534400e-002	7.732530e-004	7.260470e-004	3.413670e-003	1.684160e-003
0.000573931  	1.422060e-002	7.705590e-004	7.259990e-004	3.359100e-003	1.645270e-003
0.000584583  	1.277070e-002	7.664460e-004	7.248530e-004	3.305850e-003	1.611200e-003
0.000595235  	1.300860e-002	7.635750e-004	7.244650e-004	3.256210e-003	1.580440e-003
0.000605886  	1.351400e-002	7.609770e-004	7.242090e-004	3.208850e-003	1.555100e-003
0.000616538  	1.337600e-002	7.595110e-004	7.247080e-004	3.163840e-003	1.533840e-003
0.000627494  	1.611230e-002	7.765960e-004	7.428740e-004	3.208790e-003	1.555940e-003
0.00063845   	1.257990e-002	7.736860e-004	7.427550e-004	3.161210e-003	1.534690e-003
0.000649406  	1.226850e-002	7.713590e-004	7.424070e-004	3.117100e-003	1.511790e-003
0.000660362  	1.239660e-002	7.692830e-004	7.421460e-004	3.076430e-003	1.487520e-003
0.000671318  	1.295400e-002	7.676470e-004	7.424040e-004	3.036160e-003	1.462390e-003
0.000682274  	1.345300e-002	7.657260e-004	7.424070e-004	2.996670e-003	1.437580e-003
0.00069323   	1.245930e-002	7.620690e-004	7.414130e-004	2.958830e-003	1.414110e-003
0.000704186  	1.139650e-002	7.597750e-004	7.417310e-004	2.922290e-003	1.391700e-003
0.000715142  	1.118830e-002	7.576120e-004	7.418220e-004	2.887110e-003	1.369360e-003
0.000726099  	1.111850e-002	7.555190e-004	7.418010e-004	2.851180e-003	1.347420e-003
0.000737055  	1.115910e-002	7.533500e-004	7.417690e-004	2.814260e-003	1.327860e-003
0.000748011  	1.139020e-002	7.513140e-004	7.417440e-004	2.778330e-003	1.308650e-003
0.000759465  	1.748730e-002	7.825990e-004	7.747790e-004	2.867840e-003	1.347960e-003
0.000770919  	1.558420e-002	7.795640e-004	7.745320e-004	2.834780e-003	1.328310e-003
0.000782373  	1.367620e-002	7.789100e-004	7.750400e-004	2.802620e-003	1.307440e-003
0.000793827  	1.253640e-002	7.794110e-004	7.768050e-004	2.771070e-003	1.287680e-003
0.000805281  	1.262310e-002	7.787750e-004	7.774480e-004	2.739270e-003	1.273270e-003
0.000816735  	1.086200e-002	7.750490e-004	7.763530e-004	2.707730e-003	1.260580e-003
0.000828189  	1.074000e-002	7.741100e-004	7.772540e-004	2.677470e-003	1.245520e-003
0.000839643  	1.153070e-002	7.727070e-004	7.778420e-004	2.648390e-003	1.230600e-003
0.000851097  	1.099110e-002	7.719140e-004	7.789950e-004	2.620400e-003	1.217290e-003
0.000862551  	1.143020e-002	7.698610e-004	7.790980e-004	2.593120e-003	1.203700e-003
0.000874005  	1.105900e-002	7.677800e-004	7.793420e-004	2.566650e-003	1.190380e-003
0.000885459  	1.094130e-002	7.661790e-004	7.797040e-004	2.540340e-003	1.177200e-003
0.000896913  	1.034830e-002	7.648500e-004	7.803010e-004	2.514800e-003	1.164820e-003
0.000908368  	1.036590e-002	7.635350e-004	7.807450e-004	2.491850e-003	1.152910e-003
0.000919822  	1.111800e-002	7.620630e-004	7.815490e-004	2.468160e-003	1.139420e-003
0.000931276  	1.132270e-002	7.609890e-004	7.824390e-004	2.444370e-003	1.125870e-003
0.00094273   	1.049150e-002	7.583150e-004	7.815510e-004	2.421950e-003	1.111770e-003
0.000954184  	1.039170e-002	7.568090e-004	7.818850e-004	2.398550e-003	1.098290e-003
0.000965638  	9.303820e-003	7.548930e-004	7.815580e-004	2.376070e-003	1.085590e-003
0.000977092  	9.808880e-003	7.536280e-004	7.818120e-004	2.354080e-003	1.072800e-003
0.000988546  	1.063820e-002	7.520020e-004	7.821360e-004	2.333060e-003	1.060220e-003
0.001        	1.344910e-002	7.514290e-004	7.832830e-004	2.313120e-003	1.048380e-003
0.0010122    	1.909340e-002	7.996440e-004	8.362230e-004	2.442470e-003	1.103410e-003
0.00102454   	1.141470e-002	8.088980e-004	8.492490e-004	2.452420e-003	1.104500e-003
0.00103689   	1.102090e-002	8.066140e-004	8.495810e-004	2.430610e-003	1.092720e-003
0.00104924   	1.048460e-002	8.049320e-004	8.501840e-004	2.409530e-003	1.081350e-003
0.00106175   	1.109790e-002	8.140680e-004	8.620230e-004	2.420340e-003	1.085350e-003
0.00107426   	1.055750e-002	8.126340e-004	8.628400e-004	2.400390e-003	1.076110e-003
0.00108677   	1.084720e-002	8.113500e-004	8.634450e-004	2.380880e-003	1.067930e-003
0.00109928   	1.145190e-002	8.105050e-004	8.644730e-004	2.360510e-003	1.060390e-003
0.00111179   	9.623600e-003	8.081640e-004	8.644570e-004	2.339490e-003	1.051970e-003
0.0011243    	1.007570e-002	8.068300e-004	8.648330e-004	2.319210e-003	1.042760e-003
0.00113681   	9.369190e-003	8.049940e-004	8.646450e-004	2.299690e-003	1.033670e-003
0.0011495    	1.085050e-002	8.156990e-004	8.785840e-004	2.313820e-003	1.039900e-003
0.0011622    	9.889960e-003	8.145200e-004	8.800120e-004	2.293630e-003	1.030710e-003
0.00117489   	9.738230e-003	8.134580e-004	8.812790e-004	2.273200e-003	1.021490e-003
0.00118758   	1.050920e-002	8.124050e-004	8.823820e-004	2.254390e-003	1.012420e-003
0.00120028   	1.114000e-002	8.114810e-004	8.834540e-004	2.235700e-003	1.002820e-003
0.00121318   	1.392540e-002	8.227420e-004	8.982760e-004	2.253840e-003	1.008660e-003
0.00122608   	1.383170e-002	8.201220e-004	8.991210e-004	2.236210e-003	9.979900e-004
0.00123897   	1.027890e-002	8.205040e-004	9.016790e-004	2.218590e-003	9.870470e-004
0.00125187   	1.123190e-002	8.184020e-004	9.022190e-004	2.201170e-003	9.763080e-004
0.00126477   	1.059430e-002	8.179040e-004	9.036430e-004	2.184140e-003	9.657700e-004
0.00127767   	9.198970e-003	8.160150e-004	9.039860e-004	2.168050e-003	9.562130e-004
0.00129057   	9.529300e-003	8.144800e-004	9.041540e-004	2.152450e-003	9.478040e-004
0.00130347   	9.141090e-003	8.132190e-004	9.046930e-004	2.139000e-003	9.409440e-004
0.00131661   	1.189390e-002	8.275290e-004	9.229510e-004	2.165770e-003	9.520830e-004
0.00132975   	9.588700e-003	8.261340e-004	9.243670e-004	2.151890e-003	9.459810e-004
0.00134289   	9.766980e-003	8.250430e-004	9.259150e-004	2.137660e-003	9.398870e-004
0.00135604   	9.052990e-003	8.232880e-004	9.271090e-004	2.123240e-003	9.341910e-004
0.00136918   	8.936960e-003	8.217550e-004	9.282750e-004	2.108500e-003	9.289690e-004
0.00138232   	8.895560e-003	8.204440e-004	9.293470e-004	2.094260e-003	9.237490e-004
0.00139546   	9.119610e-003	8.192610e-004	9.302720e-004	2.080310e-003	9.181300e-004
0.0014086    	9.313360e-003	8.182950e-004	9.311630e-004	2.066180e-003	9.127310e-004
0.00142175   	1.003870e-002	8.173190e-004	9.318870e-004	2.052660e-003	9.070690e-004
0.00143489   	1.039380e-002	8.146690e-004	9.316880e-004	2.038940e-003	9.013400e-004
0.00144834   	1.418210e-002	8.315810e-004	9.534970e-004	2.073110e-003	9.169570e-004
0.0014618    	9.942400e-003	8.305460e-004	9.551280e-004	2.058940e-003	9.108460e-004
0.00147525   	9.184250e-003	8.304220e-004	9.569980e-004	2.044580e-003	9.042900e-004
0.00148871   	8.832980e-003	8.291660e-004	9.581900e-004	2.030960e-003	8.981270e-004
0.00150216   	9.448270e-003	8.279570e-004	9.594720e-004	2.017760e-003	8.918460e-004
0.00151562   	8.649180e-003	8.266050e-004	9.607390e-004	2.005010e-003	8.854280e-004
0.00152907   	8.843830e-003	8.250190e-004	9.614840e-004	1.992470e-003	8.794980e-004
0.00154253   	8.658340e-003	8.238670e-004	9.625030e-004	1.979820e-003	8.743260e-004
0.00155598   	9.193420e-003	8.225350e-004	9.634080e-004	1.967740e-003	8.694690e-004
0.00156944   	8.874830e-003	8.210460e-004	9.642520e-004	1.956340e-003	8.649230e-004
0.00158289   	9.412140e-003	8.198380e-004	9.650380e-004	1.944940e-003	8.602220e-004
0.00159635   	8.896630e-003	8.187740e-004	9.658090e-004	1.933680e-003	8.557370e-004
0.0016098    	1.048280e-002	8.175230e-004	9.661410e-004	1.923710e-003	8.518000e-004
0.00162326   	9.715640e-003	8.159390e-004	9.668200e-004	1.914410e-003	8.479780e-004
0.00163671   	8.863440e-003	8.137940e-004	9.670340e-004	1.904750e-003	8.443810e-004
0.00165017   	8.158250e-003	8.121810e-004	9.675520e-004	1.895140e-003	8.408590e-004
0.00166362   	8.315540e-003	8.108640e-004	9.688120e-004	1.885150e-003	8.371690e-004
0.00167708   	8.807170e-003	8.093340e-004	9.698520e-004	1.874790e-003	8.336430e-004
0.00169053   	9.368450e-003	8.074990e-004	9.707610e-004	1.864450e-003	8.300160e-004
0.00170399   	8.283520e-003	8.083460e-004	9.732460e-004	1.854570e-003	8.261600e-004
0.00171744   	8.327640e-003	8.070300e-004	9.740520e-004	1.845550e-003	8.220330e-004
0.0017309    	8.216940e-003	8.058480e-004	9.746040e-004	1.836200e-003	8.180560e-004
0.00174435   	8.136380e-003	8.044130e-004	9.749750e-004	1.827030e-003	8.144920e-004
0.00175781   	7.815670e-003	8.028630e-004	9.751180e-004	1.817610e-003	8.107970e-004
0.00177126   	7.985470e-003	8.012360e-004	9.753430e-004	1.807910e-003	8.074040e-004
0.00178472   	8.025020e-003	8.001140e-004	9.761950e-004	1.798060e-003	8.042580e-004
0.00179817   	7.773640e-003	7.984480e-004	9.766390e-004	1.788520e-003	8.011150e-004
0.00181163   	8.008190e-003	7.973400e-004	9.773950e-004	1.779270e-003	7.977620e-004
0.00182508   	7.487980e-003	7.958230e-004	9.780320e-004	1.770110e-003	7.941010e-004
0.00183854   	7.575780e-003	7.943670e-004	9.787140e-004	1.761430e-003	7.909230e-004
0.00185199   	7.730020e-003	7.931620e-004	9.795240e-004	1.752810e-003	7.882030e-004
0.00186545   	7.354110e-003	7.916180e-004	9.802600e-004	1.744170e-003	7.854120e-004
0.0018789    	7.426070e-003	7.902750e-004	9.809260e-004	1.735920e-003	7.830250e-004
0.00189236   	7.676500e-003	7.890010e-004	9.814370e-004	1.728170e-003	7.806370e-004
0.00190581   	7.539440e-003	7.872010e-004	9.814620e-004	1.720720e-003	7.783050e-004
0.00191927   	9.589720e-003	7.853760e-004	9.813570e-004	1.713530e-003	7.761500e-004
0.00193272   	8.363800e-003	7.845660e-004	9.819350e-004	1.706110e-003	7.738150e-004
0.00194618   	7.398580e-003	7.844270e-004	9.828920e-004	1.698740e-003	7.714350e-004
0.00195963   	7.668070e-003	7.831010e-004	9.832600e-004	1.691610e-003	7.689970e-004
0.00197309   	7.519620e-003	7.819020e-004	9.838510e-004	1.684290e-003	7.667240e-004
0.00198654   	8.535900e-003	7.809210e-004	9.845020e-004	1.677240e-003	7.643890e-004
0.002        	7.688320e-003	7.792330e-004	9.846230e-004	1.670490e-003	7.620830e-004
0.00201429   	1.556610e-002	8.258770e-004	1.046030e-003	1.766700e-003	8.066310e-004
0.00202857   	8.684080e-003	8.246280e-004	1.047630e-003	1.759530e-003	8.039260e-004
0.00204286   	8.942140e-003	8.230710e-004	1.047890e-003	1.752210e-003	8.011310e-004
0.00205714   	8.285700e-003	8.215120e-004	1.047930e-003	1.744770e-003	7.989480e-004
0.00207143   	8.718040e-003	8.203740e-004	1.047950e-003	1.737070e-003	7.966180e-004
0.00208571   	7.946420e-003	8.185010e-004	1.047390e-003	1.729330e-003	7.941270e-004
0.0021       	7.982560e-003	8.171840e-004	1.047280e-003	1.722020e-003	7.916730e-004
0.00211429   	7.619700e-003	8.157290e-004	1.047240e-003	1.714870e-003	7.890970e-004
0.00212857   	8.023040e-003	8.144030e-004	1.047360e-003	1.707780e-003	7.865290e-004
0.00214286   	8.092330e-003	8.127680e-004	1.047360e-003	1.700500e-003	7.839360e-004
0.00215714   	8.625920e-003	8.101850e-004	1.046880e-003	1.693350e-003	7.815110e-004
0.00217143   	8.689430e-003	8.109320e-004	1.048560e-003	1.686030e-003	7.792690e-004
0.00218571   	8.161940e-003	8.097800e-004	1.049050e-003	1.678530e-003	7.769090e-004
0.0022       	7.380810e-003	8.087890e-004	1.049370e-003	1.670990e-003	7.751500e-004
0.00221429   	7.777220e-003	8.076280e-004	1.049570e-003	1.664240e-003	7.731890e-004
0.00222857   	7.702530e-003	8.062700e-004	1.049330e-003	1.657870e-003	7.710090e-004
0.00224286   	7.256580e-003	8.049720e-004	1.049350e-003	1.651480e-003	7.690660e-004
0.00225714   	7.382700e-003	8.038910e-004	1.049360e-003	1.644940e-003	7.671060e-004
0.00227143   	6.831630e-003	8.023570e-004	1.049210e-003	1.638510e-003	7.650160e-004
0.00228571   	6.923040e-003	8.011650e-004	1.049580e-003	1.632160e-003	7.628800e-004
0.0023       	6.937950e-003	8.000210e-004	1.049890e-003	1.625930e-003	7.607860e-004
0.00231429   	6.775230e-003	7.986940e-004	1.050310e-003	1.619870e-003	7.584500e-004
0.00232857   	7.019480e-003	7.974110e-004	1.050720e-003	1.614000e-003	7.559810e-004
0.00234286   	7.029210e-003	7.962820e-004	1.051170e-003	1.608240e-003	7.538960e-004
0.00235714   	7.120450e-003	7.948570e-004	1.051540e-003	1.602750e-003	7.520850e-004
0.00237143   	7.489730e-003	7.935440e-004	1.051980e-003	1.597060e-003	7.505850e-004
0.00238571   	8.460170e-003	7.917470e-004	1.052230e-003	1.591200e-003	7.489070e-004
0.0024       	7.650510e-003	7.910920e-004	1.052980e-003	1.585210e-003	7.471250e-004
0.00241429   	6.560210e-003	7.920940e-004	1.054580e-003	1.579340e-003	7.452310e-004
0.00242857   	7.443410e-003	7.910290e-004	1.055000e-003	1.573830e-003	7.431480e-004
0.00244286   	7.570740e-003	7.900090e-004	1.055790e-003	1.568500e-003	7.410310e-004
0.00245714   	6.883990e-003	7.882910e-004	1.055870e-003	1.563210e-003	7.390390e-004
0.00247143   	6.625860e-003	7.870450e-004	1.056600e-003	1.557870e-003	7.371760e-004
0.00248571   	6.897320e-003	7.860850e-004	1.057300e-003	1.552520e-003	7.353990e-004
0.0025       	6.872520e-003	7.850200e-004	1.057740e-003	1.547170e-003	7.337450e-004
0.00251429   	7.493420e-003	7.841410e-004	1.058420e-003	1.541800e-003	7.319810e-004
0.00252857   	6.687660e-003	7.827800e-004	1.058770e-003	1.536720e-003	7.303670e-004
0.00254286   	6.494000e-003	7.816890e-004	1.059250e-003	1.531600e-003	7.287960e-004
0.00255714   	6.586290e-003	7.805500e-004	1.059480e-003	1.526430e-003	7.273690e-004
0.00257143   	6.533810e-003	7.793480e-004	1.059570e-003	1.521220e-003	7.258890e-004
0.00258571   	7.201550e-003	7.782820e-004	1.059750e-003	1.516060e-003	7.243800e-004
0.0026       	7.044020e-003	7.772680e-004	1.060080e-003	1.510820e-003	7.228040e-004
0.00261429   	7.674880e-003	7.753100e-004	1.060060e-003	1.505660e-003	7.211060e-004
0.00262857   	7.575510e-003	7.761000e-004	1.061660e-003	1.500810e-003	7.198250e-004
0.00264286   	7.480150e-003	7.769210e-004	1.063070e-003	1.496200e-003	7.187090e-004
0.00265714   	6.919760e-003	7.755330e-004	1.063180e-003	1.491780e-003	7.175790e-004
0.00267143   	6.370390e-003	7.745320e-004	1.063570e-003	1.487440e-003	7.164150e-004
0.00268571   	6.977930e-003	7.736950e-004	1.064010e-003	1.483090e-003	7.152090e-004
0.0027       	7.038610e-003	7.729630e-004	1.064500e-003	1.478690e-003	7.138640e-004
0.00271429   	6.309270e-003	7.716990e-004	1.064480e-003	1.474340e-003	7.126140e-004
0.00272857   	6.228460e-003	7.709010e-004	1.064580e-003	1.470150e-003	7.112840e-004
0.00274286   	6.212970e-003	7.700370e-004	1.064700e-003	1.466010e-003	7.098470e-004
0.00275714   	6.707670e-003	7.693320e-004	1.064960e-003	1.462100e-003	7.084800e-004
0.00277143   	6.425320e-003	7.686880e-004	1.065600e-003	1.458300e-003	7.073270e-004
0.00278571   	6.460670e-003	7.676040e-004	1.065840e-003	1.454490e-003	7.064770e-004
0.0028       	6.310470e-003	7.666270e-004	1.066100e-003	1.450580e-003	7.054890e-004
0.00281429   	6.427580e-003	7.656460e-004	1.066420e-003	1.446540e-003	7.044170e-004
0.00282857   	6.529830e-003	7.645100e-004	1.066750e-003	1.442460e-003	7.031920e-004
0.00284286   	7.225040e-003	7.634550e-004	1.066970e-003	1.438400e-003	7.020510e-004
0.00285714   	7.334320e-003	7.642960e-004	1.068150e-003	1.434360e-003	7.008350e-004
0.00287143   	6.753950e-003	7.640940e-004	1.068710e-003	1.430660e-003	6.997700e-004
0.00288571   	6.703410e-003	7.633170e-004	1.068870e-003	1.427040e-003	6.989040e-004
0.0029       	5.877810e-003	7.618420e-004	1.068630e-003	1.423520e-003	6.981730e-004
0.00291429   	5.811160e-003	7.609340e-004	1.069030e-003	1.420120e-003	6.973640e-004
0.00292857   	6.235660e-003	7.600560e-004	1.069460e-003	1.416660e-003	6.966400e-004
0.00294286   	6.429410e-003	7.594830e-004	1.070160e-003	1.413180e-003	6.959960e-004
0.00295714   	6.003090e-003	7.582670e-004	1.070240e-003	1.409660e-003	6.952110e-004
0.00297143   	5.878310e-003	7.573470e-004	1.070720e-003	1.406130e-003	6.944830e-004
0.00298571   	5.742270e-003	7.564060e-004	1.071270e-003	1.402550e-003	6.937570e-004
0.003        	5.714640e-003	7.555350e-004	1.071620e-003	1.399230e-003	6.928610e-004
0.00301471   	9.672030e-003	7.767960e-004	1.103390e-003	1.436950e-003	7.122950e-004
0.00302941   	6.839910e-003	7.757680e-004	1.104090e-003	1.433530e-003	7.112450e-004
0.00304412   	6.578210e-003	7.742380e-004	1.103890e-003	1.430130e-003	7.100210e-004
0.00305882   	7.729350e-003	7.728290e-004	1.103880e-003	1.427000e-003	7.090070e-004
0.00307353   	6.836390e-003	7.735000e-004	1.105130e-003	1.423930e-003	7.083920e-004
0.00308824   	6.630720e-003	7.725440e-004	1.105610e-003	1.420960e-003	7.078300e-004
0.00310294   	6.052860e-003	7.718340e-004	1.106310e-003	1.417960e-003	7.073340e-004
0.00311765   	5.956100e-003	7.708570e-004	1.106850e-003	1.414920e-003	7.069010e-004
0.00313235   	6.350220e-003	7.698410e-004	1.107480e-003	1.412100e-003	7.062720e-004
0.00314706   	5.937530e-003	7.684840e-004	1.107760e-003	1.409360e-003	7.054210e-004
0.00316176   	5.762380e-003	7.674410e-004	1.108300e-003	1.406670e-003	7.044400e-004
0.00317647   	6.604570e-003	7.664370e-004	1.108710e-003	1.403780e-003	7.033580e-004
0.00319118   	6.145320e-003	7.656120e-004	1.109360e-003	1.400820e-003	7.020530e-004
0.00320588   	5.686490e-003	7.640730e-004	1.109460e-003	1.397860e-003	7.009150e-004
0.00322087   	8.160710e-003	7.773440e-004	1.130920e-003	1.421400e-003	7.130800e-004
0.00323585   	6.438320e-003	7.761480e-004	1.132060e-003	1.418660e-003	7.122610e-004
0.00325083   	6.415500e-003	7.747400e-004	1.132670e-003	1.416010e-003	7.118290e-004
0.00326582   	7.489750e-003	7.731740e-004	1.133070e-003	1.413560e-003	7.114440e-004
0.0032808    	7.883350e-003	7.730480e-004	1.134460e-003	1.411040e-003	7.108220e-004
0.00329578   	6.361130e-003	7.726770e-004	1.135560e-003	1.408520e-003	7.099750e-004
0.00331077   	6.145330e-003	7.712890e-004	1.136080e-003	1.406000e-003	7.089260e-004
0.00332575   	5.785330e-003	7.703950e-004	1.136850e-003	1.403440e-003	7.076350e-004
0.00334073   	6.255770e-003	7.691970e-004	1.137550e-003	1.400830e-003	7.065250e-004
0.00335572   	6.563820e-003	7.679780e-004	1.138240e-003	1.398260e-003	7.055670e-004
0.0033707    	6.367530e-003	7.670910e-004	1.139010e-003	1.395600e-003	7.050250e-004
0.00338568   	5.690960e-003	7.655250e-004	1.139690e-003	1.392870e-003	7.045370e-004
0.00340067   	5.683280e-003	7.643320e-004	1.140880e-003	1.390260e-003	7.039150e-004
0.00341565   	5.557160e-003	7.631220e-004	1.141960e-003	1.387810e-003	7.030600e-004
0.00343063   	5.615820e-003	7.619690e-004	1.143210e-003	1.385300e-003	7.019980e-004
0.00344562   	5.951590e-003	7.607370e-004	1.144380e-003	1.382720e-003	7.007910e-004
0.0034606    	6.186260e-003	7.592000e-004	1.145230e-003	1.380090e-003	6.995760e-004
0.00347558   	8.193460e-003	7.579180e-004	1.146040e-003	1.377630e-003	6.987570e-004
0.00349057   	6.851060e-003	7.568910e-004	1.146890e-003	1.375220e-003	6.980410e-004
0.00350555   	6.077250e-003	7.565800e-004	1.148220e-003	1.372830e-003	6.977340e-004
0.00352053   	6.266890e-003	7.556620e-004	1.149040e-003	1.370420e-003	6.972890e-004
0.00353552   	6.094090e-003	7.545130e-004	1.149850e-003	1.367860e-003	6.966630e-004
0.0035505    	5.587010e-003	7.533610e-004	1.150610e-003	1.365160e-003	6.958230e-004
0.00356548   	5.306570e-003	7.521190e-004	1.151570e-003	1.362500e-003	6.947600e-004
0.00358047   	5.373790e-003	7.509550e-004	1.152630e-003	1.359940e-003	6.934780e-004
0.00359545   	5.687220e-003	7.498240e-004	1.153520e-003	1.357560e-003	6.923980e-004
0.00361043   	5.793680e-003	7.487880e-004	1.154490e-003	1.355250e-003	6.915360e-004
0.00362542   	5.278380e-003	7.472240e-004	1.154930e-003	1.353000e-003	6.911530e-004
0.0036404    	5.389560e-003	7.461190e-004	1.155580e-003	1.350810e-003	6.906680e-004
0.00365538   	5.431520e-003	7.448760e-004	1.156110e-003	1.348490e-003	6.899620e-004
0.00367037   	5.967140e-003	7.434190e-004	1.156480e-003	1.346070e-003	6.891160e-004
0.00368535   	6.674950e-003	7.425670e-004	1.156950e-003	1.343500e-003	6.882180e-004
0.00370033   	6.015950e-003	7.419150e-004	1.157710e-003	1.341140e-003	6.871380e-004
0.00371532   	6.276630e-003	7.403540e-004	1.158100e-003	1.338820e-003	6.862990e-004
0.0037303    	5.408290e-003	7.399950e-004	1.159250e-003	1.336400e-003	6.855320e-004
0.00374528   	5.130550e-003	7.389090e-004	1.160100e-003	1.334000e-003	6.850530e-004
0.00376027   	5.118470e-003	7.377970e-004	1.160690e-003	1.331600e-003	6.845640e-004
0.00377525   	5.104930e-003	7.367130e-004	1.161140e-003	1.329260e-003	6.838320e-004
0.00379023   	5.116660e-003	7.355240e-004	1.161480e-003	1.326910e-003	6.828850e-004
0.00380522   	5.096330e-003	7.343490e-004	1.161890e-003	1.324700e-003	6.817540e-004
0.0038202    	5.014420e-003	7.331800e-004	1.162200e-003	1.322420e-003	6.805830e-004
0.00383518   	5.325310e-003	7.320100e-004	1.162290e-003	1.320010e-003	6.796150e-004
0.00385017   	5.496920e-003	7.309950e-004	1.162380e-003	1.317410e-003	6.786900e-004
0.00386515   	5.481360e-003	7.293460e-004	1.162310e-003	1.314810e-003	6.779570e-004
0.00388013   	6.469360e-003	7.280100e-004	1.162680e-003	1.312160e-003	6.773080e-004
0.00389512   	5.992000e-003	7.270900e-004	1.163190e-003	1.309590e-003	6.765380e-004
0.0039101    	5.402630e-003	7.266990e-004	1.163940e-003	1.307260e-003	6.757940e-004
0.00392508   	5.611990e-003	7.256520e-004	1.164320e-003	1.304880e-003	6.749820e-004
0.00394007   	5.869850e-003	7.241270e-004	1.164240e-003	1.302380e-003	6.740470e-004
0.00395505   	4.932870e-003	7.235350e-004	1.164880e-003	1.299890e-003	6.729460e-004
0.00397003   	4.942300e-003	7.223770e-004	1.165120e-003	1.297350e-003	6.719270e-004
